Comment,Mn,Zr,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Pb,Th,U,P,La,Ce,Pr,Nd,Sr,Y,Lu
ACAf_1,509,1.8,289.1,55.1,258.3,34.97,212.3,42,119,16.92,110.6,16.262,90.9,76.3,176600,615,1972,281.6,1359,319.6,1188,16.87
ACAf_2,364.7,1.52,120.1,26.23,101.7,11.7,67,12.29,30.39,3.75,22.36,8.195,58.7,25.52,174300,647,1489,165.2,703,253.9,339.6,3.39
ACAf_3,755,0.09,52.6,21.74,132.3,30.99,275.7,66.6,189.7,23.51,125.2,6.114,0.058,2.762,177600,12.84,56.2,11.73,89.6,65.3,2019,16.69
ACAf_4,334.8,0.53,32.4,7.75,30,3.65,21.4,4.39,13.33,1.73,11.44,10.085,1.93,3.14,176000,36.6,137.4,24.8,138,617,125.2,2.06
ACAf_5,382.7,1.57,260,45.9,230.6,31.3,190.2,38.2,109.6,15.44,100.3,14.351,99.4,39.5,171000,582,1871,267,1250,280.6,1095,15.18
ACAf_6,346.4,3.01,223.6,46.7,196.2,25.83,156.1,30.8,86.9,11.95,73.6,16.902,146.3,70.6,179100,680,1886,249.9,1176,429.2,834,11.49
ACAf_7,371.2,0.412,262.5,71.4,267.1,36.42,220,40.71,109.8,14.57,90.2,5.473,1.23,3.104,175900,170.4,785,149.5,930,370.6,1127,12.91
ACAf_8,459,1.9,267.9,18.89,430,71.5,473,96.9,255.1,31.83,179.2,8.306,4.17,29.34,174900,19.02,145.9,46.4,450,508,2639,22.85
ACAf_9,579,0.335,166,47.9,143.9,17.55,93.8,17.39,44,5.61,33.27,9.409,17.62,14.92,173100,390,1225,166.2,820,242.8,481,5.26
ACAf_10,427,0.597,298.5,28.5,300.3,41.2,257.8,52,144.1,19.43,122.2,11.383,29.8,51.9,179100,214,956,180.7,1090,260.4,1413,18.22
ACAf_11,319,1.5,296,47.1,237,31.5,188,34.6,96.8,12.05,76.9,17.56,73.7,32.2,165400,695,2110,302,1467,367,1004,11.51
ACAf_12,539,0.839,315.1,61.9,466.9,77.3,539,116.2,340.6,44.3,270.9,11.044,25.57,54.3,171400,71.8,288.4,66.8,548,298.3,3237,39.01
ACAf_13,560,1.51,264.9,47.8,243.6,32.4,196.8,39,108.8,15.05,97.9,10.561,54.6,24.9,175200,447,1482,224.5,1162,325.1,1145,14.37
ACAf_14,271,0.128,119.1,22.1,121.9,16.3,95.9,18.01,44.5,5.59,32.8,19.48,8.85,22.8,166800,40.8,244,55.6,343,183,482,5.04
ACAf_15,359.9,1.11,805,77,928,130.6,810,154.3,385.3,46.2,246.5,20.84,22.49,14.09,158200,277,1717,366,2466,103.5,4170,30.01
ACAf_16,478,0.65,302.5,31.84,255,33.46,204.4,39.3,112.6,15.93,100.3,12.178,36.5,28,178800,604,2171,314.7,1521,284.1,1145,15.07
ACAf_17,707,0.67,220.6,23.36,294,45.3,302,63.6,185.8,27.2,178.6,8.59,13.2,8.73,180700,69,283,61.6,464,213,1852,26.96
ACAf_18,410,0.192,363,16.34,299,39,226,42.3,115.5,14.2,81.2,12.08,33.6,24.02,189700,1084,3220,412,1889,247,1182,10.69
ACAf_19,789,0.46,401,34.4,488,71.6,473,101,294,39.2,237.3,25.63,7.56,38.4,172500,119.1,693,162.1,1129,161.8,2800,38.1
ACAf_20,448,2.03,289.7,69.4,268,38.62,237,48.1,134.6,19.65,127.2,12.83,66.6,40.18,181600,312.6,1236,201.7,1137,292.6,1353,19.05
ACAf_21,737,0.957,459.4,60.2,437.7,57.3,333.2,61.8,159.1,19.65,110.3,6.46,18.83,6.05,180500,968,2863,414,2099,340.3,1662,14.97
ACAf_22,289.1,0.62,165.2,50.9,160.6,22.06,134.8,26.77,75.4,10.92,71.4,19.09,27.9,29.58,171700,315.1,1066,150.7,754,156.1,767,11.78
ACAf_23,373.4,1.92,268,53.4,279,38.6,245,51.2,144.8,20.6,130.2,18.885,70.8,115.5,182900,333,1093,177.8,1032,330,1480,20.34
ACAf_24,644,2.95,317,51.4,276,36,221.7,44.1,125.7,18.03,115.6,18.08,58.4,24.6,174000,517,1986,309,1588,375.5,1275,17.24
ACAf_25,595,1.63,349,48.8,347,48.7,295.4,57.9,154.9,19.88,122.4,12.89,14.15,9.2,173400,268.9,1148,197.7,1249,352,1505,16.59
ACAf_26,440.8,1.39,291.9,55.1,266.8,36.7,225.2,45.5,127.2,17.75,110.6,13.523,43,52.1,181400,452,1409,221.9,1187,296.5,1279,16.22
ACAf_27,393.4,0.465,434.8,38.2,441,65.1,398,76.3,204.7,27.14,153.4,5.208,1.57,1.916,181200,213.9,1100,219.1,1409,466,2170,20.58
ACAf_28,447.9,2.04,247.2,92.6,267.1,40.26,259.4,53.7,157.6,24.1,160.9,19.84,74.6,102.1,180600,227.9,862,146.9,838,292.2,1587,26.21
ACAf_29,377,0.81,321.9,53.8,331,46.9,301,58.2,175.3,24.17,158.2,25.41,39.3,158.7,178400,296,1029,183.3,1094,269,1779,23.65
ACAf_30,282.4,0.838,680,48.6,708,101.4,635,126.1,347.4,48.53,307.2,10.291,38.58,33.15,182800,521,2255,409.4,2395,248.9,3438,43.21
ACAf_31,675,1.37,336,55.3,314.1,45.2,284,56.2,160.5,23.31,142.5,10.065,27.4,9.92,183600,393,1426,230.4,1297,334,1600,21.37
ACAf_32,719.5,0.8,192.4,58.2,189.5,24.52,143.1,27.13,70.1,8.75,54.3,26.48,7.91,12.13,175900,242.2,922,147.4,804,448.3,764,7.97
ACAf_33,342,0.81,1225,90.3,1289,183.7,1162,221.8,581,73.8,399,26.81,15.61,22.86,175100,1564,5270,872,4728,104.4,6230,50.1
ACAf_34,337.8,6.93,2017,131.3,3297,637,4730,1003,2854,380.6,2156,27.48,153.4,46.76,182100,365.3,1989,493,3945,63.3,25930,264.8
ACAf_35,455.2,0.096,204.9,40,271.9,40.6,244.5,44.8,110.5,13.38,74.9,5.843,1.62,12.04,187100,55.4,253.9,57.6,446,124,1175,10.36
ACAvf_1,234,0.44,530,28.2,587,79,463,84.2,212.3,25.08,141.4,8.55,2.01,9.47,70700,330,1270,250,1640,136.9,2343,18.81
ACAvf_2,1330,6.73,129,29.11,129,16.36,99.2,20.64,58.4,7.95,51.7,25.67,33.82,50,66200,500,1233,146.6,672,448,577,9.12
ACAvf_3,416.3,5.06,437,86.3,476,68.3,438.7,88.1,250.2,35.17,227.9,21.14,233.8,66.6,65100,448,1576,257.6,1473,336,2527,36.02
ACAvf_4,229,0.403,65.4,11.08,72.7,9.35,55.9,11.74,32.2,4.13,25.11,5.148,18.44,12.99,76400,105,328,50.2,289,290,281,3.99
ACAvf_5,242.6,1.44,192.1,13.37,212.8,28.84,177.7,35.31,90.2,10.51,58.8,22.78,19.22,8.2,63890,142.1,494.1,95.4,637,353.7,843,8.73
ACAvf_6,268.4,0.437,193.5,23.31,171.2,24.5,153.9,30.2,85.3,11.01,65.8,7.785,5.65,5.1,68900,412,1420,198.4,911,138.7,878,8.89
ACAvf_7,300.2,0.583,70.8,19.86,69.3,8.67,53.4,10.58,29.7,3.78,23.7,10.582,11.3,29.1,74600,192,498,67,329,402,278,3.93
ACAvf_8,417.5,2.3,129.1,22.22,127.2,16.15,92.7,17.92,46.1,5.58,32.6,5.334,27.14,11.85,69400,504,1238,146.3,660,226.5,490,5
ACAvf_9,382.3,2.61,283.8,48.41,259.9,33.75,202,40.69,113,15.25,97.3,39.15,239,210.6,70900,1257,2867,341,1512,253.2,1110,15.24
ACAvf_10,624,2.45,214.3,41,217.7,29.73,177,32.99,86,11.03,63.4,11.47,2.84,9.22,63220,125.6,558,112.7,703,531.6,898,8.67
ACAvf_11,236.2,0.66,123.8,37.02,125.4,16.74,99.8,20.11,57.6,7.82,50.3,20.89,16.89,12.08,59700,201,593,91.8,498,229.5,614,8.3
ACAvf_12,806,3.47,126.6,29.6,149,20.22,133.3,27.66,79,10.68,68.5,56.94,3.32,4.35,63200,159.7,554,88.8,498,430,775,11.48
ACAvf_13,599,0.257,30.8,13.6,39.2,5.12,34,7.9,22.9,3.47,25.6,12.62,7.83,7.91,65400,112,207,24.3,118,219.8,250,4.85
ACAvf_14,492,0.53,193.5,29.1,202,29.14,187.6,36.4,99.5,12.18,70.5,13.01,5.26,7.26,59800,152.1,516,99.7,626,363.9,996,9.66
ACAvf_15,506,1.38,133.7,26.35,139.6,19.07,120.5,25.02,71.7,10.14,64.8,14.08,36.6,36.9,58020,266.5,779,114.3,573,322.3,735,10.69
ACAvf_16,718,1.49,155.8,30.6,147,20.2,124.5,25.6,76,10.46,69.3,17.05,18.4,30.2,58500,338,942,139.3,710,234.7,761,11.08
ACAvf_17,388,1.08,59.3,16.33,62.2,7.87,46.1,8.79,24.43,3.09,18.92,23.62,1.72,1.874,66200,118.3,313.8,46.5,249.9,959,248,2.78
ACAvf_18,1657,10.8,4030,171.8,6230,1155,8070,1529,4069,492,2533,43.94,97.1,231,73600,450,2210,705,6280,32.8,36000,276.7
ACAvf_19,303.8,0.647,214,15.06,197.5,25.81,149,28.48,74.8,9.05,53,11.985,57.5,40.21,76800,336.7,1236,185.2,968,393.7,761,7.26
ACAvf_20,1437,0.97,439.6,34.12,510.9,74.6,469.9,92.1,249.6,31.58,175.8,15.11,18.86,9.55,63000,323.6,1154,205.6,1253,315.6,2512,22.97
ACAvf_21,923,0.244,190.8,22.82,343,61.6,457,99.5,302,44.1,288,6.791,6.26,15.24,77700,22.6,102.5,28.8,272,264.8,2844,41.1
ACAvf_22,404,4.2,249,49.7,295,41.8,260.9,53.5,146.4,19.35,121.4,6.17,3.38,9.71,80900,310.3,1048,157.1,902,170,1445,19.44
ACAvf_23,384.8,0.917,274.2,43,253.6,35.46,218.9,44.09,126.1,18.07,118.2,17.36,27.19,88.8,72000,341.9,1246,209.2,1147,274.5,1252,18.14
ACAvf_24,490.5,1.71,295.1,46.5,262.8,33.6,203.3,38.6,106.8,14.48,89.4,23.57,95.4,69.1,76300,988,2604,339.5,1569,295.5,1064,13.15
ACAvf_25,294.6,0.474,55.5,13.99,60.1,7.89,49.5,10.53,29.1,4.11,26.7,7.006,3.28,3.55,75000,97.6,308,45.5,236,307,289,4.08
ACAvf_26,234.2,0.351,114.3,25.73,132.9,17.3,104.3,19.79,52.6,6.4,38.9,11.57,25.9,15.34,72500,148.1,453.8,72.6,417.7,214.5,567,6.01
ACAvf_27,330.5,0.134,375,46.9,437,63.2,397,76.5,204.2,25.56,143.9,6.337,0.096,0.865,77900,154.6,875,181.9,1170,419,2013,17.69
ACAvf_28,395,2.37,348,75.5,350.9,50.4,309.4,60.9,167.7,23.14,148.8,15.503,45.6,59.5,77700,301,1123,197.5,1206,320,1686,21.27
ACAvf_29,269.4,1.87,333.9,43.8,282.9,35.68,215.6,41.25,114.8,15.54,98.9,37.13,341,249.5,61600,1378,3608,435.5,1856,240,1167,14.8
ACAvf_30,383,0.96,160.9,26.3,186,27.2,177,35.4,102.1,14.51,94.2,10.198,15.8,31.6,64900,83.5,356,71.2,473,243.4,979,14.31
ACAvf_31,383.6,1.34,306.8,46,295.8,41.04,258.4,50.6,140.8,18.98,115.8,11.77,28.8,20.47,58600,304,1144,196.5,1143,298.8,1386,16.17
ACAvf_32,413,1.43,284.8,45.7,263.4,36.4,227.3,45.4,129.4,18.05,118.3,23.97,43.6,24.23,56200,457.4,1573,248.5,1240,425,1328,17.78
ACAvf_33,421,1.68,390,69.6,433,63.7,384,75.3,202,26.31,151.8,16.74,19.79,10.25,83200,323,1131,199.1,1250,326,1967,21.23
ACAvf_34,457.8,1.65,269.4,56,262.1,36.2,223.8,44.8,122.4,17.07,110.6,15.436,57.8,49.3,75300,539,1574,224.7,1168,294.2,1236,16.94
ACAvf_35,519,0.54,272,7.97,416,73.6,528,111.7,314.2,41.5,236.9,30.82,1.8,19.21,74200,107,406,78.9,544,76.3,3238,29.53
ACAvf_36,411.8,0.361,262.9,63.8,313.8,45.95,285.2,53.1,139.1,17.45,101.5,13.93,118.4,39.34,63800,62.1,397.3,96.4,697,166.8,1487,13.34
ACAvf_37,618,3.68,247,70.2,241.7,32.9,201.7,41,114.6,16.04,104.2,17.43,51.1,65.5,59500,396,1270,196.1,1009,298.3,1169,17.06
ACAvf_38,446,0.69,384,56.6,438,68,464,96,271,41.5,268,13.602,30.4,71.7,77900,186.4,779,154,1039,299,2690,38.7
ACAvf_39,280,2.53,336,64.9,365,51.6,330,67,186.4,25.1,154.8,16.73,39.7,75.2,79700,354,1192,196.3,1182,310,1790,24.3
ACAvf_40,585,0.97,1251,131,1141,151.6,877,151.9,365.4,42,220.5,26.6,46,14.1,76000,1663,6140,1007,5320,151.9,3934,26.56
ACAvf_41,424.6,2.32,355.3,61.3,328.8,46,284.4,55.45,153.5,21.51,137.4,14.46,35.97,14.77,65100,428.5,1584,262.5,1467,411,1563,20
ACAvf_42,363,0.405,195.3,39.1,242.2,33.5,209.1,42.13,109.7,13.32,80.9,11.44,6.25,5.35,78800,174.8,624,111.2,657,173.1,1105,12.7
ACAvf_43,221,0.18,90.5,15.64,90,11.79,71.8,14.2,40.7,5.23,33.3,13.73,36.8,27.2,77000,549,1102,116.3,476,147.8,410,5.63
ACAvf_44,1046,1.79,132.6,31.4,145.7,19.3,119.1,21.89,57.9,7.27,43,23.3,7.16,11.9,49600,36.8,204.3,50.4,346,200.7,650,6.26
ACAvf_45,474,0.81,281,41.87,257.7,34.73,213.5,42.7,124.6,17.9,120.4,17.29,26.75,72.3,70900,509.2,1636,245.4,1262,283.2,1206,18.68
ACAvf_46,540.3,1.16,384.3,70.3,396.2,56.19,352.6,68.7,190.3,25.64,161,41.82,29.94,41.17,61720,232,1164,232.5,1381,71.8,1854,24.42
ACAvf_47,329.4,1.18,246.9,58.6,241.7,32.99,198.4,37.65,103.3,13.57,86.2,12.667,22.09,14.67,72200,263.6,1011,166.6,924,405.8,1034,12.73
ACAvf_48,275.4,1.34,258,55.3,259.6,35.9,224.1,44.9,129.8,17.94,114.9,10.34,44.4,67.8,77700,352,1225,185.6,1033,280.7,1256,16.81
ACAvf_49,342.6,1.506,319.8,51.3,302,42.4,261.6,53.6,153.5,21.57,144.2,19.35,106.8,101,79100,555,1785,262.4,1394,327.7,1540,21.67
ACAvf_50,366,0.9,224.2,26.52,189.3,23.23,131.1,24.39,61.9,7.15,39.2,7.45,18.54,8.66,68700,678,1984,263.3,1242,269.8,644,5.43
ACAvf_51,1580,1.69,246.7,58.6,233.1,32.82,207.8,40.3,110.2,14.46,87.1,226.1,18.71,21.21,66000,243.8,1038,182,987,187.5,1035,12.94
ACAvf_52,353,1.2,347.2,24.01,325.7,43.5,256,48.2,127.6,15.98,87,18.91,92.6,37.56,71500,1377,3396,415.9,1810,104.9,1411,12.39
ACAvf_53,371,0.42,900,93,1011,148.1,959,184.1,520,66.9,429,10.48,9.43,8.55,76800,1418,3890,599,3330,135.4,5030,60
ACAvf_54,605,1.145,285.5,49,283.2,40.2,250.6,48.9,137.9,18.18,114.1,10.028,25,14.89,77400,354,1171,194.3,1084,304.3,1382,17.07
ACAvf_55,460,1.27,906,147.4,1162,172,1055,201.3,518,62,355.9,18.582,20.75,66.5,75500,526,2071,378.6,2362,86.7,5100,49.2
ACAvf_56,490,2.34,340.1,74.5,326.9,45.1,282.1,55.8,158.2,23.22,155,34.32,100.5,61.3,76000,517,1698,269.9,1382,304.1,1545,23.13
ACAvf_57,1545,1.21,242,23.88,263.7,39.1,246.3,48.4,135.8,18.15,106.2,9.76,15.91,9.56,61800,235.1,739,127.5,753,219.1,1372,14.78
ACAvf_58,1056,1.37,750,73,530,69,414,74.6,193,25,149.8,20.94,112,5.48,75200,2800,7400,950,4600,345.6,1940,18.97
ACAvf_59,723,1.97,991,163.5,1168,165,906,139.3,288.7,29.67,136.1,21.71,0.279,13.73,59100,439.8,1663,324.8,2272,93.4,4056,14.07
AGIf_1,468,1.48,483,44,371,43.9,244.8,42.6,107.5,13.26,71.2,12.08,12.26,2.062,219200,2030,5140,683,2910,577,1220,9.33
AGIf_2,408,1.77,467,38.97,479,77.7,529,108.7,299.9,38.41,214.7,6.935,2.47,2.005,231300,1374,3590,448,1908,176.8,2925,27.29
AGIf_3,268.9,4.84,109.3,25.39,88.4,10.04,52.1,9.26,23.48,3.04,17.46,10.449,14.29,4.48,219400,968,1714,171,673,629,255.3,2.422
AGIf_4,809,1.01,262.6,18.1,249.5,31.2,181.1,34,87.5,9.85,52.3,55,15.8,3.66,225800,1151,2587,298,1340,205,788,7.22
AGIf_5,741,2.49,866,37.46,1002,158.8,1009,186.3,475,56.4,285,12.23,158.3,22.2,228700,612,2703,469,2741,99.1,5430,34.3
AGIf_6,1197,0.57,76.7,9.79,68.7,8.31,49,10.3,29.4,4.24,28.9,10.029,14.61,5.07,229900,2103,2231,152,529,147.1,307.3,5.73
AGIf_7,398,0.428,316,41.1,284,37.1,218,41.9,111,13.58,78.4,7.575,18.7,6.31,230300,570,1800,270,1400,642,1188,10.93
AGIf_8,757,0.286,201.5,36.8,197.5,24.22,141.2,25.93,70.3,8.86,51.1,11.173,5.89,5.43,226000,267,972,150.8,828,432,711,7.86
AGIf_9,847,0.33,233,42.3,234,29.5,168.7,31.7,81.7,9.98,60.1,20.28,8.27,6.2,227000,322,1129,177.9,966,459,913,8.71
AGIf_10,223.7,4.34,98.1,17.21,121,16.79,101.9,20.04,51.5,5.99,32.25,17.34,31.9,13.76,218200,186,480,67.7,358,113.2,542,4.8
AGIf_11,305,0.296,251,33.2,247,32.6,191,38.5,98.2,12.16,76.9,8.31,10.25,4.03,245000,559,1700,225,1053,198,916,10.56
AGIf_12,482,3.03,143.2,30.9,137.4,17.67,102.6,19.9,51.4,6.1,35.6,25.95,33.7,19.85,233300,631,1481,170.3,736,136.9,559,5.01
AGIf_13,713,5.8,214.5,43.1,144.7,14.63,73.8,12.28,30.9,4.18,26,12.14,37.2,15.19,229300,280.4,1259,214,1155,172.4,345,4
AGIf_14,399,1.36,258,36.8,237.3,31.7,189.2,34.3,87.8,11.3,64.3,11.59,13.35,4.41,229000,601,1840,246,1178,278,918,8.72
AGIf_15,642,0.65,679,44.4,570,75.8,446,82,213.9,26.8,150.7,5.109,8.06,2.58,237400,2436,5840,776,3468,134.6,2258,19.5
AGIf_16,869,0.397,290,48.2,312,45.5,296,59.7,155.1,20.4,113,38.17,7.33,4.71,200900,710,1426,229,1133,161,1610,14.9
AGIf_17,419.4,1.03,678,49.71,585,78.6,478.6,87,223.8,28.54,165.5,12.69,13.51,5.26,229700,1760,4930,700,3260,258.5,2464,21.48
AGIf_18,242,0.459,202,32.8,181,23.3,136.3,25.2,63.3,7.84,43.6,45.67,12.4,3.9,230000,388,1184,168.5,888,304,656,5.97
AGIf_19,991,0.77,306,37,291,36,215.8,39.7,103.7,13.01,73.1,22.73,39.4,7.73,230900,1357,2670,315,1407,372,1104,11.03
AGIf_20,1019,0.72,41.6,10.69,42.3,4.96,31,6.73,20.3,2.85,19.12,13.47,20.79,8.5,237400,1128,1179,85.5,285,247.4,211,3.82
AGIf_21,724,1.32,542,48.9,492,64.7,390,73.6,194.7,24.42,147.3,21.38,16.7,5.89,231600,1681,4370,607,2658,219.2,2039,19.02
AGIf_22,896,2.57,362,32.1,316.4,40,233.3,42.4,108.8,13.03,68.4,23.77,9.21,2.019,230100,1100,2804,379,1748,458,1218,8.54
AGIf_23,593,0.92,678,89.2,623,80.3,482,86.6,226.7,28.6,156.8,15.25,20.8,7.27,216000,1940,5370,698,3190,298,2410,20.78
AGIf_24,465,1.06,682,49.4,598,80.6,487,91.4,228,28.5,157.8,6.49,17.26,6.82,241300,1330,4345,643,3220,197.7,2417,20.55
AGIf_25,540,1.34,668,64.7,604,79.1,471.8,84.8,215.9,26.35,149.3,14.51,40.9,10.27,199800,1598,4530,640,3003,266.9,2324,19.1
AGIf_26,764,1.45,173,25.5,152.2,19.31,119.1,24.63,69.6,9.74,61.8,13.16,29.62,9.77,234000,1031,2048,230.5,1004,296.1,707,10.12
AGIf_27,335.7,0.57,325,47,304,39.6,236.1,44.5,115.1,14.84,85.9,8.162,17.63,6.12,236800,981,2244,314.7,1491,334.4,1190,11.92
AGIf_28,623,0.611,516,47.6,437,58,345.7,62.6,158.1,20.51,116.9,11.054,9.7,4.66,238200,1994,4850,621,2639,257.4,1731,15.66
AGIf_29,707,0.707,502,54.2,503,70.1,431,80.8,215.7,27.34,163.3,14.46,27.12,10.69,229000,519,2048,345,1850,314,2292,21.52
AGIf_30,462,0.184,528.3,39.3,494,66.4,397,74.5,187.4,24.03,131,7.105,8.45,3.628,239000,965,3117,469,2347,223.6,2010,17.39
AGIf_31,1158,0.94,167.8,22.34,159.3,19.64,113,22.18,58.9,7.85,47.8,44.51,5.58,2.704,220200,806,1863,214.1,936,341.7,654,7.9
AGIf_32,458.6,1.73,462,51,406.6,53.1,319.2,58.7,152.5,19.26,110.6,16.39,23.86,8.54,228900,1626,3989,501.8,2299,235.6,1565,14.76
AGIf_33,633,0.562,505,71.4,540,78.2,483,92.7,244.5,31.53,184.9,10.136,15.74,6.13,251300,362,1536,276.5,1665,353.2,2620,23.76
AGIf_34,827,2.2,291.2,17.6,367,58.6,400,83.8,233.2,32.03,193.3,7.056,0.92,3.83,243500,72.2,407,97.9,721,195.9,2259,25.16
AGIvf_1,650,0.99,479,48.2,433.9,59.4,356.2,66.3,175.6,22.68,134.2,30.64,23.74,6.14,188000,1478,3919,497,2260,266.3,1932,17.96
AGIvf_2,768,12.08,197.5,32.11,193,25.28,149,27.89,71,8.46,46.6,6.115,6.55,2.289,204300,474,1256,168.7,865,711,766,6.07
AGIvf_3,1774,1.19,91.4,31.14,84.5,11.19,71.9,16.3,51.7,7.63,52.5,31.95,43.4,36,174800,1138,2131,187.9,654,202.8,541,10.2
AGIvf_4,177.5,3.55,538,27.3,410,53.6,302,56.9,147.6,18.6,101.7,23.33,3.27,2.77,208600,2480,6590,789,3086,170.1,1675,13.5
AGIvf_5,399,1,418,63.3,384,47.1,233.9,34.85,84.3,11.19,61.3,11.48,24.71,7.58,210300,1260,3030,397.5,1881,297.4,1075,7.71
AGIvf_6,253.5,4.57,434.9,107.2,244.1,23.28,112,18.11,43.06,5.18,27.36,31.94,38.4,6.24,203900,1575,4660,682,2942,2852,516.3,3.49
AGIvf_7,1193,3,164.9,16.39,141.8,17.98,111.1,24.06,71.3,9.88,62.4,22.71,19.73,5.19,171200,1196,2822,305,1120,264,736,9.14
AGIvf_8,438,1.23,351.7,28.57,302.5,39.12,229.4,44.55,116.7,14.65,83.8,70.9,10.04,5.77,156900,1879,4487,494,2006,236.2,1264,11.5
AGIvf_9,363.5,2.22,252.2,27.59,211.2,26.51,154.5,29.83,80.6,10.75,64.8,28.55,23.01,3.56,149700,1440,3291,365,1492,326.5,887,9.42
